task_id,annotator_id,task,ground_truth,answer
5,3,"Taco Bell was founded by Glen Bell who first opened a hot dog stand called Bell  's Drive-In in San Bernardino , California in 1946 when he was 23 years old .",3,3
5,0,"Taco Bell was founded by Glen Bell who first opened a hot dog stand called Bell  's Drive-In in San Bernardino , California in 1946 when he was 23 years old .",3,3
5,5,"Taco Bell was founded by Glen Bell who first opened a hot dog stand called Bell  's Drive-In in San Bernardino , California in 1946 when he was 23 years old .",3,3
6,9,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records .",4,4
6,11,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records .",4,4
6,10,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records .",4,4
6,1,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records .",4,4
6,13,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records .",4,4
6,0,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records .",4,4
6,17,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records .",4,4
6,4,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records .",4,4
6,12,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records .",4,4
6,3,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records .",4,4
6,5,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records .",4,4
6,2,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records .",4,4
7,4,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer .",5,5
7,8,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer .",5,5
7,19,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer .",5,5
7,12,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer .",5,5
7,7,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer .",5,5
7,5,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer .",5,4
7,0,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer .",5,5
7,14,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer .",5,5
7,9,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer .",5,5
7,6,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer .",5,5
7,2,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer .",5,5
7,13,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer .",5,5
7,10,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer .",5,5
7,11,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer .",5,5
8,9,Orsamus H. Irish ( 1830 - 1883 ) was an official in the United States Department of the Treasury who served as Chief of the Bureau of Engraving and Printing from 1878 to 1883 .,6,6
8,6,Orsamus H. Irish ( 1830 - 1883 ) was an official in the United States Department of the Treasury who served as Chief of the Bureau of Engraving and Printing from 1878 to 1883 .,6,6
8,20,Orsamus H. Irish ( 1830 - 1883 ) was an official in the United States Department of the Treasury who served as Chief of the Bureau of Engraving and Printing from 1878 to 1883 .,6,6
8,10,Orsamus H. Irish ( 1830 - 1883 ) was an official in the United States Department of the Treasury who served as Chief of the Bureau of Engraving and Printing from 1878 to 1883 .,6,6
8,13,Orsamus H. Irish ( 1830 - 1883 ) was an official in the United States Department of the Treasury who served as Chief of the Bureau of Engraving and Printing from 1878 to 1883 .,6,6
8,2,Orsamus H. Irish ( 1830 - 1883 ) was an official in the United States Department of the Treasury who served as Chief of the Bureau of Engraving and Printing from 1878 to 1883 .,6,6
8,15,Orsamus H. Irish ( 1830 - 1883 ) was an official in the United States Department of the Treasury who served as Chief of the Bureau of Engraving and Printing from 1878 to 1883 .,6,6
9,5,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him .",2,5
9,7,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him .",2,2
9,6,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him .",2,2
9,4,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him .",2,2
9,2,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him .",2,2
9,13,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him .",2,2
9,18,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him .",2,5
9,0,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him .",2,2
9,17,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him .",2,5
9,9,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him .",2,2
9,15,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him .",2,2
9,3,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him .",2,2
9,11,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him .",2,2
9,10,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him .",2,2
10,2,Spence did his middle and high school education at the University of Toronto Schools of the University of Toronto .,6,6
10,4,Spence did his middle and high school education at the University of Toronto Schools of the University of Toronto .,6,6
10,8,Spence did his middle and high school education at the University of Toronto Schools of the University of Toronto .,6,6
10,6,Spence did his middle and high school education at the University of Toronto Schools of the University of Toronto .,6,6
10,13,Spence did his middle and high school education at the University of Toronto Schools of the University of Toronto .,6,6
10,3,Spence did his middle and high school education at the University of Toronto Schools of the University of Toronto .,6,6
10,0,Spence did his middle and high school education at the University of Toronto Schools of the University of Toronto .,6,6
10,5,Spence did his middle and high school education at the University of Toronto Schools of the University of Toronto .,6,6
10,12,Spence did his middle and high school education at the University of Toronto Schools of the University of Toronto .,6,6
10,9,Spence did his middle and high school education at the University of Toronto Schools of the University of Toronto .,6,6
10,21,Spence did his middle and high school education at the University of Toronto Schools of the University of Toronto .,6,6
10,10,Spence did his middle and high school education at the University of Toronto Schools of the University of Toronto .,6,6
11,5,"Hoja de Vida on Ministry of National Defense of Ecuador Under President Rafael Correa , Espinosa was Minister for Foreign Affairs , Commerce and Integration from January 2007 to December 2007 .",4,1
11,13,"Hoja de Vida on Ministry of National Defense of Ecuador Under President Rafael Correa , Espinosa was Minister for Foreign Affairs , Commerce and Integration from January 2007 to December 2007 .",4,1
11,1,"Hoja de Vida on Ministry of National Defense of Ecuador Under President Rafael Correa , Espinosa was Minister for Foreign Affairs , Commerce and Integration from January 2007 to December 2007 .",4,1
11,12,"Hoja de Vida on Ministry of National Defense of Ecuador Under President Rafael Correa , Espinosa was Minister for Foreign Affairs , Commerce and Integration from January 2007 to December 2007 .",4,1
11,0,"Hoja de Vida on Ministry of National Defense of Ecuador Under President Rafael Correa , Espinosa was Minister for Foreign Affairs , Commerce and Integration from January 2007 to December 2007 .",4,1
11,20,"Hoja de Vida on Ministry of National Defense of Ecuador Under President Rafael Correa , Espinosa was Minister for Foreign Affairs , Commerce and Integration from January 2007 to December 2007 .",4,1
12,10,"Hannah Wilke ( born Arlene Hannah Butter , March 7 , 1940 - January 28 , 1993 ) was an American painter , sculptor , photographer , video artist and performance artist .",7,7
12,13,"Hannah Wilke ( born Arlene Hannah Butter , March 7 , 1940 - January 28 , 1993 ) was an American painter , sculptor , photographer , video artist and performance artist .",7,7
12,11,"Hannah Wilke ( born Arlene Hannah Butter , March 7 , 1940 - January 28 , 1993 ) was an American painter , sculptor , photographer , video artist and performance artist .",7,7
12,4,"Hannah Wilke ( born Arlene Hannah Butter , March 7 , 1940 - January 28 , 1993 ) was an American painter , sculptor , photographer , video artist and performance artist .",7,7
12,2,"Hannah Wilke ( born Arlene Hannah Butter , March 7 , 1940 - January 28 , 1993 ) was an American painter , sculptor , photographer , video artist and performance artist .",7,7
12,22,"Hannah Wilke ( born Arlene Hannah Butter , March 7 , 1940 - January 28 , 1993 ) was an American painter , sculptor , photographer , video artist and performance artist .",7,7
12,6,"Hannah Wilke ( born Arlene Hannah Butter , March 7 , 1940 - January 28 , 1993 ) was an American painter , sculptor , photographer , video artist and performance artist .",7,7
12,0,"Hannah Wilke ( born Arlene Hannah Butter , March 7 , 1940 - January 28 , 1993 ) was an American painter , sculptor , photographer , video artist and performance artist .",7,7
12,3,"Hannah Wilke ( born Arlene Hannah Butter , March 7 , 1940 - January 28 , 1993 ) was an American painter , sculptor , photographer , video artist and performance artist .",7,7
12,19,"Hannah Wilke ( born Arlene Hannah Butter , March 7 , 1940 - January 28 , 1993 ) was an American painter , sculptor , photographer , video artist and performance artist .",7,7
12,9,"Hannah Wilke ( born Arlene Hannah Butter , March 7 , 1940 - January 28 , 1993 ) was an American painter , sculptor , photographer , video artist and performance artist .",7,7
12,5,"Hannah Wilke ( born Arlene Hannah Butter , March 7 , 1940 - January 28 , 1993 ) was an American painter , sculptor , photographer , video artist and performance artist .",7,7
13,5,"Guitarist Walter Morris , bassist Jonathan Williams , and drummer Clarence Oliver ( all from the Richmond , Virginia area ) were the original stage band for The Moments .",2,2
13,4,"Guitarist Walter Morris , bassist Jonathan Williams , and drummer Clarence Oliver ( all from the Richmond , Virginia area ) were the original stage band for The Moments .",2,2
13,14,"Guitarist Walter Morris , bassist Jonathan Williams , and drummer Clarence Oliver ( all from the Richmond , Virginia area ) were the original stage band for The Moments .",2,2
14,5,"Gordon Blair ( born 1953 in Belfast ) , usually known as Gordy Blair , is a Northern Irish musician .",8,8
14,14,"Gordon Blair ( born 1953 in Belfast ) , usually known as Gordy Blair , is a Northern Irish musician .",8,8
14,3,"Gordon Blair ( born 1953 in Belfast ) , usually known as Gordy Blair , is a Northern Irish musician .",8,8
14,12,"Gordon Blair ( born 1953 in Belfast ) , usually known as Gordy Blair , is a Northern Irish musician .",8,8
14,11,"Gordon Blair ( born 1953 in Belfast ) , usually known as Gordy Blair , is a Northern Irish musician .",8,8
14,0,"Gordon Blair ( born 1953 in Belfast ) , usually known as Gordy Blair , is a Northern Irish musician .",8,8
14,4,"Gordon Blair ( born 1953 in Belfast ) , usually known as Gordy Blair , is a Northern Irish musician .",8,8
14,10,"Gordon Blair ( born 1953 in Belfast ) , usually known as Gordy Blair , is a Northern Irish musician .",8,8
14,9,"Gordon Blair ( born 1953 in Belfast ) , usually known as Gordy Blair , is a Northern Irish musician .",8,8
15,13,"The album was recorded in the summer of 2008 , in Spain with Gordon Raphael .",2,2
15,4,"The album was recorded in the summer of 2008 , in Spain with Gordon Raphael .",2,2
15,12,"The album was recorded in the summer of 2008 , in Spain with Gordon Raphael .",2,2
15,10,"The album was recorded in the summer of 2008 , in Spain with Gordon Raphael .",2,2
15,5,"The album was recorded in the summer of 2008 , in Spain with Gordon Raphael .",2,2
15,3,"The album was recorded in the summer of 2008 , in Spain with Gordon Raphael .",2,2
15,8,"The album was recorded in the summer of 2008 , in Spain with Gordon Raphael .",2,2
15,7,"The album was recorded in the summer of 2008 , in Spain with Gordon Raphael .",2,2
16,4,"Embraer Defense and Security , on August 16 , 2012 delivered the first EMB 145 Airborne Early Warning and Control ( AEW&C ) class of aircraft to the Government of India , in a ceremony held at Embraer  's headquarters in São José dos Campos , Brazil .",5,5
16,15,"Embraer Defense and Security , on August 16 , 2012 delivered the first EMB 145 Airborne Early Warning and Control ( AEW&C ) class of aircraft to the Government of India , in a ceremony held at Embraer  's headquarters in São José dos Campos , Brazil .",5,5
16,0,"Embraer Defense and Security , on August 16 , 2012 delivered the first EMB 145 Airborne Early Warning and Control ( AEW&C ) class of aircraft to the Government of India , in a ceremony held at Embraer  's headquarters in São José dos Campos , Brazil .",5,5
16,14,"Embraer Defense and Security , on August 16 , 2012 delivered the first EMB 145 Airborne Early Warning and Control ( AEW&C ) class of aircraft to the Government of India , in a ceremony held at Embraer  's headquarters in São José dos Campos , Brazil .",5,5
16,6,"Embraer Defense and Security , on August 16 , 2012 delivered the first EMB 145 Airborne Early Warning and Control ( AEW&C ) class of aircraft to the Government of India , in a ceremony held at Embraer  's headquarters in São José dos Campos , Brazil .",5,5
16,7,"Embraer Defense and Security , on August 16 , 2012 delivered the first EMB 145 Airborne Early Warning and Control ( AEW&C ) class of aircraft to the Government of India , in a ceremony held at Embraer  's headquarters in São José dos Campos , Brazil .",5,5
16,5,"Embraer Defense and Security , on August 16 , 2012 delivered the first EMB 145 Airborne Early Warning and Control ( AEW&C ) class of aircraft to the Government of India , in a ceremony held at Embraer  's headquarters in São José dos Campos , Brazil .",5,5
16,12,"Embraer Defense and Security , on August 16 , 2012 delivered the first EMB 145 Airborne Early Warning and Control ( AEW&C ) class of aircraft to the Government of India , in a ceremony held at Embraer  's headquarters in São José dos Campos , Brazil .",5,5
16,11,"Embraer Defense and Security , on August 16 , 2012 delivered the first EMB 145 Airborne Early Warning and Control ( AEW&C ) class of aircraft to the Government of India , in a ceremony held at Embraer  's headquarters in São José dos Campos , Brazil .",5,5
16,13,"Embraer Defense and Security , on August 16 , 2012 delivered the first EMB 145 Airborne Early Warning and Control ( AEW&C ) class of aircraft to the Government of India , in a ceremony held at Embraer  's headquarters in São José dos Campos , Brazil .",5,5
16,2,"Embraer Defense and Security , on August 16 , 2012 delivered the first EMB 145 Airborne Early Warning and Control ( AEW&C ) class of aircraft to the Government of India , in a ceremony held at Embraer  's headquarters in São José dos Campos , Brazil .",5,5
16,8,"Embraer Defense and Security , on August 16 , 2012 delivered the first EMB 145 Airborne Early Warning and Control ( AEW&C ) class of aircraft to the Government of India , in a ceremony held at Embraer  's headquarters in São José dos Campos , Brazil .",5,5
16,9,"Embraer Defense and Security , on August 16 , 2012 delivered the first EMB 145 Airborne Early Warning and Control ( AEW&C ) class of aircraft to the Government of India , in a ceremony held at Embraer  's headquarters in São José dos Campos , Brazil .",5,5
16,3,"Embraer Defense and Security , on August 16 , 2012 delivered the first EMB 145 Airborne Early Warning and Control ( AEW&C ) class of aircraft to the Government of India , in a ceremony held at Embraer  's headquarters in São José dos Campos , Brazil .",5,5
16,18,"Embraer Defense and Security , on August 16 , 2012 delivered the first EMB 145 Airborne Early Warning and Control ( AEW&C ) class of aircraft to the Government of India , in a ceremony held at Embraer  's headquarters in São José dos Campos , Brazil .",5,5
17,0,"The former president essentially wrote off Iowa in 1992 because Sen. Tom Harkin , D-Iowa , was a presidential candidate that year , and in 1996 because Clinton faced no primary opposition in his reelection campaign .",2,1
17,13,"The former president essentially wrote off Iowa in 1992 because Sen. Tom Harkin , D-Iowa , was a presidential candidate that year , and in 1996 because Clinton faced no primary opposition in his reelection campaign .",2,2
17,3,"The former president essentially wrote off Iowa in 1992 because Sen. Tom Harkin , D-Iowa , was a presidential candidate that year , and in 1996 because Clinton faced no primary opposition in his reelection campaign .",2,2
17,14,"The former president essentially wrote off Iowa in 1992 because Sen. Tom Harkin , D-Iowa , was a presidential candidate that year , and in 1996 because Clinton faced no primary opposition in his reelection campaign .",2,4
17,5,"The former president essentially wrote off Iowa in 1992 because Sen. Tom Harkin , D-Iowa , was a presidential candidate that year , and in 1996 because Clinton faced no primary opposition in his reelection campaign .",2,1
17,12,"The former president essentially wrote off Iowa in 1992 because Sen. Tom Harkin , D-Iowa , was a presidential candidate that year , and in 1996 because Clinton faced no primary opposition in his reelection campaign .",2,4
17,9,"The former president essentially wrote off Iowa in 1992 because Sen. Tom Harkin , D-Iowa , was a presidential candidate that year , and in 1996 because Clinton faced no primary opposition in his reelection campaign .",2,4
18,11,"Sanya Dharmasakti was born on Friday the 5th of April 1907 in Thonburi province , in central Thailand .",8,8
18,12,"Sanya Dharmasakti was born on Friday the 5th of April 1907 in Thonburi province , in central Thailand .",8,8
18,4,"Sanya Dharmasakti was born on Friday the 5th of April 1907 in Thonburi province , in central Thailand .",8,8
18,9,"Sanya Dharmasakti was born on Friday the 5th of April 1907 in Thonburi province , in central Thailand .",8,8
18,10,"Sanya Dharmasakti was born on Friday the 5th of April 1907 in Thonburi province , in central Thailand .",8,8
18,17,"Sanya Dharmasakti was born on Friday the 5th of April 1907 in Thonburi province , in central Thailand .",8,8
18,14,"Sanya Dharmasakti was born on Friday the 5th of April 1907 in Thonburi province , in central Thailand .",8,8
18,5,"Sanya Dharmasakti was born on Friday the 5th of April 1907 in Thonburi province , in central Thailand .",8,8
18,3,"Sanya Dharmasakti was born on Friday the 5th of April 1907 in Thonburi province , in central Thailand .",8,8
19,4,"Kris Kohls ( Born in Bakersfield , California May 19 , 1972 ) is an American rock drummer known as member of the band Adema .",8,8
19,14,"Kris Kohls ( Born in Bakersfield , California May 19 , 1972 ) is an American rock drummer known as member of the band Adema .",8,8
19,3,"Kris Kohls ( Born in Bakersfield , California May 19 , 1972 ) is an American rock drummer known as member of the band Adema .",8,8
19,12,"Kris Kohls ( Born in Bakersfield , California May 19 , 1972 ) is an American rock drummer known as member of the band Adema .",8,8
19,5,"Kris Kohls ( Born in Bakersfield , California May 19 , 1972 ) is an American rock drummer known as member of the band Adema .",8,8
19,11,"Kris Kohls ( Born in Bakersfield , California May 19 , 1972 ) is an American rock drummer known as member of the band Adema .",8,8
19,9,"Kris Kohls ( Born in Bakersfield , California May 19 , 1972 ) is an American rock drummer known as member of the band Adema .",8,8
20,11,"Spare Change News ( SCN ) is a street newspaper founded in 1992 and published in Cambridge , Massachusetts through the efforts of the Homeless Empowerment Project ( HEP ) , a grassroots organization created to help end homelessness .",3,6
