task_id,annotator_id,answer,ground_truth,task
3SV8KD29L4496XZHTASVVPIIT6AKZ5,A1PJLZSOUQ4MIL,per:place_of_death,per:place_of_death,"Mr. Melvin died of cancer Thursday at his home in the Brentwood section of Los Angeles , said Amalia Melvin , his wife of 64 years ."
3SV8KD29L4496XZHTASVVPIIT6AKZ5,A1DRFDGG2KCOI2,per:place_of_death,per:place_of_death,"Mr. Melvin died of cancer Thursday at his home in the Brentwood section of Los Angeles , said Amalia Melvin , his wife of 64 years ."
3SV8KD29L4496XZHTASVVPIIT6AKZ5,AHL33DDQX8O6K,per:place_of_death,per:place_of_death,"Mr. Melvin died of cancer Thursday at his home in the Brentwood section of Los Angeles , said Amalia Melvin , his wife of 64 years ."
3MXX6RQ9EVHUER88L97DXAR8MLE4PF,AHL33DDQX8O6K,per:top_member_employee_of_org,per:places_of_residence,"Former UN chief Kofi Annan who helped broker an end to Kenya 's 2007 post - election violence will visit the country this week for talks with President Mwai Kibaki and Prime Minister Raila Odinga , a statement said ."
3MXX6RQ9EVHUER88L97DXAR8MLE4PF,A3SDFAOJW87FGP,per:top_member_employee_of_org,per:places_of_residence,"Former UN chief Kofi Annan who helped broker an end to Kenya 's 2007 post - election violence will visit the country this week for talks with President Mwai Kibaki and Prime Minister Raila Odinga , a statement said ."
3MXX6RQ9EVHUER88L97DXAR8MLE4PF,A13I8ASC3JQ04P,per:top_member_employee_of_org,per:places_of_residence,"Former UN chief Kofi Annan who helped broker an end to Kenya 's 2007 post - election violence will visit the country this week for talks with President Mwai Kibaki and Prime Minister Raila Odinga , a statement said ."
3MXX6RQ9EVHUER88L97DXAR8MLE4PF,A1PJLZSOUQ4MIL,per:top_member_employee_of_org,per:places_of_residence,"Former UN chief Kofi Annan who helped broker an end to Kenya 's 2007 post - election violence will visit the country this week for talks with President Mwai Kibaki and Prime Minister Raila Odinga , a statement said ."
30QQTY5GMKW4PJYN4T4EASYHL4VU7K,A1PJLZSOUQ4MIL,per:places_of_residence,per:places_of_residence,"Back in Liverpool , no one contacted each other for two weeks , but Best and his mother made numerous phone calls to Hamburg to recover the group 's equipment ."
30QQTY5GMKW4PJYN4T4EASYHL4VU7K,A2EEL9YYUHL5SK,per:places_of_residence,per:places_of_residence,"Back in Liverpool , no one contacted each other for two weeks , but Best and his mother made numerous phone calls to Hamburg to recover the group 's equipment ."
30QQTY5GMKW4PJYN4T4EASYHL4VU7K,A1DRFDGG2KCOI2,per:places_of_residence,per:places_of_residence,"Back in Liverpool , no one contacted each other for two weeks , but Best and his mother made numerous phone calls to Hamburg to recover the group 's equipment ."
30QQTY5GMKW4PJYN4T4EASYHL4VU7K,A2SD7GN80U31GW,per:places_of_residence,per:places_of_residence,"Back in Liverpool , no one contacted each other for two weeks , but Best and his mother made numerous phone calls to Hamburg to recover the group 's equipment ."
30QQTY5GMKW4PJYN4T4EASYHL4VU7K,A14WWG6NKBDWGP,per:places_of_residence,per:places_of_residence,"Back in Liverpool , no one contacted each other for two weeks , but Best and his mother made numerous phone calls to Hamburg to recover the group 's equipment ."
30QQTY5GMKW4PJYN4T4EASYHL4VU7K,AHL33DDQX8O6K,per:places_of_residence,per:places_of_residence,"Back in Liverpool , no one contacted each other for two weeks , but Best and his mother made numerous phone calls to Hamburg to recover the group 's equipment ."
30QQTY5GMKW4PJYN4T4EASYHL4VU7K,A610SH5RY1NG1,per:places_of_residence,per:places_of_residence,"Back in Liverpool , no one contacted each other for two weeks , but Best and his mother made numerous phone calls to Hamburg to recover the group 's equipment ."
30QQTY5GMKW4PJYN4T4EASYHL4VU7K,A3SDFAOJW87FGP,per:places_of_residence,per:places_of_residence,"Back in Liverpool , no one contacted each other for two weeks , but Best and his mother made numerous phone calls to Hamburg to recover the group 's equipment ."
3URJ6VVYUPZCTRW769UY8AMICGI4OY,ARFAW0SGYEMFL,per:place_of_death,per:place_of_death,"Anne Meacham died from undisclosed causes in Canaan , New York on January 12 , 2006 at the age of 80 ."
3URJ6VVYUPZCTRW769UY8AMICGI4OY,A2SD7GN80U31GW,per:place_of_death,per:place_of_death,"Anne Meacham died from undisclosed causes in Canaan , New York on January 12 , 2006 at the age of 80 ."
3URJ6VVYUPZCTRW769UY8AMICGI4OY,A36ABFLSNFESVJ,per:place_of_death,per:place_of_death,"Anne Meacham died from undisclosed causes in Canaan , New York on January 12 , 2006 at the age of 80 ."
3URJ6VVYUPZCTRW769UY8AMICGI4OY,AHL33DDQX8O6K,per:place_of_death,per:place_of_death,"Anne Meacham died from undisclosed causes in Canaan , New York on January 12 , 2006 at the age of 80 ."
3URJ6VVYUPZCTRW769UY8AMICGI4OY,A18G2CLYSTENK,per:place_of_death,per:place_of_death,"Anne Meacham died from undisclosed causes in Canaan , New York on January 12 , 2006 at the age of 80 ."
3URJ6VVYUPZCTRW769UY8AMICGI4OY,A3SDFAOJW87FGP,per:place_of_death,per:place_of_death,"Anne Meacham died from undisclosed causes in Canaan , New York on January 12 , 2006 at the age of 80 ."
3URJ6VVYUPZCTRW769UY8AMICGI4OY,A1PJLZSOUQ4MIL,per:place_of_death,per:place_of_death,"Anne Meacham died from undisclosed causes in Canaan , New York on January 12 , 2006 at the age of 80 ."
3URJ6VVYUPZCTRW769UY8AMICGI4OY,AJPQEZBVJXVE9,per:place_of_death,per:place_of_death,"Anne Meacham died from undisclosed causes in Canaan , New York on January 12 , 2006 at the age of 80 ."
3URJ6VVYUPZCTRW769UY8AMICGI4OY,A610SH5RY1NG1,per:place_of_death,per:place_of_death,"Anne Meacham died from undisclosed causes in Canaan , New York on January 12 , 2006 at the age of 80 ."
3URJ6VVYUPZCTRW769UY8AMICGI4OY,A1GKEEI844CEKI,per:place_of_death,per:place_of_death,"Anne Meacham died from undisclosed causes in Canaan , New York on January 12 , 2006 at the age of 80 ."
3URJ6VVYUPZCTRW769UY8AMICGI4OY,A13I8ASC3JQ04P,per:place_of_death,per:place_of_death,"Anne Meacham died from undisclosed causes in Canaan , New York on January 12 , 2006 at the age of 80 ."
3URJ6VVYUPZCTRW769UY8AMICGI4OY,A34QZDSTKZ3JO9,per:place_of_death,per:place_of_death,"Anne Meacham died from undisclosed causes in Canaan , New York on January 12 , 2006 at the age of 80 ."
3URJ6VVYUPZCTRW769UY8AMICGI4OY,A1G94QON7A9K0N,per:place_of_death,per:place_of_death,"Anne Meacham died from undisclosed causes in Canaan , New York on January 12 , 2006 at the age of 80 ."
3R868ACW4SO44B3Y3J7GXXQPMPTZGH,A2SD7GN80U31GW,per:founded_org,per:founded_org,"Taco Bell was founded by Glen Bell who first opened a hot dog stand called Bell  's Drive-In in San Bernardino , California in 1946 when he was 23 years old ."
3R868ACW4SO44B3Y3J7GXXQPMPTZGH,AJPQEZBVJXVE9,per:founded_org,per:founded_org,"Taco Bell was founded by Glen Bell who first opened a hot dog stand called Bell  's Drive-In in San Bernardino , California in 1946 when he was 23 years old ."
3R868ACW4SO44B3Y3J7GXXQPMPTZGH,A3SDFAOJW87FGP,per:founded_org,per:founded_org,"Taco Bell was founded by Glen Bell who first opened a hot dog stand called Bell  's Drive-In in San Bernardino , California in 1946 when he was 23 years old ."
3R868ACW4SO44B3Y3J7GXXQPMPTZGH,A2EEL9YYUHL5SK,per:founded_org,per:founded_org,"Taco Bell was founded by Glen Bell who first opened a hot dog stand called Bell  's Drive-In in San Bernardino , California in 1946 when he was 23 years old ."
3R868ACW4SO44B3Y3J7GXXQPMPTZGH,A14WWG6NKBDWGP,per:founded_org,per:founded_org,"Taco Bell was founded by Glen Bell who first opened a hot dog stand called Bell  's Drive-In in San Bernardino , California in 1946 when he was 23 years old ."
3R868ACW4SO44B3Y3J7GXXQPMPTZGH,A1DRFDGG2KCOI2,per:founded_org,per:founded_org,"Taco Bell was founded by Glen Bell who first opened a hot dog stand called Bell  's Drive-In in San Bernardino , California in 1946 when he was 23 years old ."
3R868ACW4SO44B3Y3J7GXXQPMPTZGH,A3KN0O7VP8YSZY,per:founded_org,per:founded_org,"Taco Bell was founded by Glen Bell who first opened a hot dog stand called Bell  's Drive-In in San Bernardino , California in 1946 when he was 23 years old ."
3R868ACW4SO44B3Y3J7GXXQPMPTZGH,A1G94QON7A9K0N,per:founded_org,per:founded_org,"Taco Bell was founded by Glen Bell who first opened a hot dog stand called Bell  's Drive-In in San Bernardino , California in 1946 when he was 23 years old ."
3R868ACW4SO44B3Y3J7GXXQPMPTZGH,A13I8ASC3JQ04P,per:founded_org,per:founded_org,"Taco Bell was founded by Glen Bell who first opened a hot dog stand called Bell  's Drive-In in San Bernardino , California in 1946 when he was 23 years old ."
3R868ACW4SO44B3Y3J7GXXQPMPTZGH,A34QZDSTKZ3JO9,per:founded_org,per:founded_org,"Taco Bell was founded by Glen Bell who first opened a hot dog stand called Bell  's Drive-In in San Bernardino , California in 1946 when he was 23 years old ."
3R868ACW4SO44B3Y3J7GXXQPMPTZGH,ARFAW0SGYEMFL,per:founded_org,per:founded_org,"Taco Bell was founded by Glen Bell who first opened a hot dog stand called Bell  's Drive-In in San Bernardino , California in 1946 when he was 23 years old ."
3R868ACW4SO44B3Y3J7GXXQPMPTZGH,A18G2CLYSTENK,per:founded_org,per:founded_org,"Taco Bell was founded by Glen Bell who first opened a hot dog stand called Bell  's Drive-In in San Bernardino , California in 1946 when he was 23 years old ."
3R868ACW4SO44B3Y3J7GXXQPMPTZGH,AHL33DDQX8O6K,per:founded_org,per:founded_org,"Taco Bell was founded by Glen Bell who first opened a hot dog stand called Bell  's Drive-In in San Bernardino , California in 1946 when he was 23 years old ."
3TC2K6WK9GEZ5LU4VEMEI9ZKDXI28X,A2SD7GN80U31GW,per:employee_or_member_of,per:employee_or_member_of,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records ."
3TC2K6WK9GEZ5LU4VEMEI9ZKDXI28X,A13I8ASC3JQ04P,per:employee_or_member_of,per:employee_or_member_of,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records ."
3TC2K6WK9GEZ5LU4VEMEI9ZKDXI28X,A610SH5RY1NG1,per:employee_or_member_of,per:employee_or_member_of,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records ."
3TC2K6WK9GEZ5LU4VEMEI9ZKDXI28X,A3A8P4UR9A0DWQ,per:employee_or_member_of,per:employee_or_member_of,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records ."
3TC2K6WK9GEZ5LU4VEMEI9ZKDXI28X,A3SDFAOJW87FGP,per:employee_or_member_of,per:employee_or_member_of,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records ."
3TC2K6WK9GEZ5LU4VEMEI9ZKDXI28X,A18G2CLYSTENK,per:employee_or_member_of,per:employee_or_member_of,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records ."
3TC2K6WK9GEZ5LU4VEMEI9ZKDXI28X,AJPQEZBVJXVE9,per:employee_or_member_of,per:employee_or_member_of,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records ."
3TC2K6WK9GEZ5LU4VEMEI9ZKDXI28X,A34QZDSTKZ3JO9,per:employee_or_member_of,per:employee_or_member_of,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records ."
3TC2K6WK9GEZ5LU4VEMEI9ZKDXI28X,A1PJLZSOUQ4MIL,per:employee_or_member_of,per:employee_or_member_of,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records ."
3TC2K6WK9GEZ5LU4VEMEI9ZKDXI28X,ARFAW0SGYEMFL,per:employee_or_member_of,per:employee_or_member_of,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records ."
3TC2K6WK9GEZ5LU4VEMEI9ZKDXI28X,AHL33DDQX8O6K,per:employee_or_member_of,per:employee_or_member_of,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records ."
3TC2K6WK9GEZ5LU4VEMEI9ZKDXI28X,A1G94QON7A9K0N,per:employee_or_member_of,per:employee_or_member_of,"Darin 's career took off with a songwriting partnership , formed in 1955 with fellow Bronx High School of Science student , Don Kirshner , and in 1956 his agent negotiated a contract with Decca Records ."
3G9UA71JVV6VB3NTSU003QP64OY7J2,A34QZDSTKZ3JO9,org:place_of_headquarters,org:place_of_headquarters,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer ."
3G9UA71JVV6VB3NTSU003QP64OY7J2,A3KN0O7VP8YSZY,org:place_of_headquarters,org:place_of_headquarters,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer ."
3G9UA71JVV6VB3NTSU003QP64OY7J2,A2KLJKDG90K1PP,org:place_of_headquarters,org:place_of_headquarters,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer ."
3G9UA71JVV6VB3NTSU003QP64OY7J2,A1PJLZSOUQ4MIL,org:place_of_headquarters,org:place_of_headquarters,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer ."
3G9UA71JVV6VB3NTSU003QP64OY7J2,A2EEL9YYUHL5SK,org:place_of_headquarters,org:place_of_headquarters,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer ."
3G9UA71JVV6VB3NTSU003QP64OY7J2,AHL33DDQX8O6K,per:employee_or_member_of,org:place_of_headquarters,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer ."
3G9UA71JVV6VB3NTSU003QP64OY7J2,A18G2CLYSTENK,org:place_of_headquarters,org:place_of_headquarters,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer ."
3G9UA71JVV6VB3NTSU003QP64OY7J2,A1DRFDGG2KCOI2,org:place_of_headquarters,org:place_of_headquarters,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer ."
3G9UA71JVV6VB3NTSU003QP64OY7J2,A2SD7GN80U31GW,org:place_of_headquarters,org:place_of_headquarters,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer ."
3G9UA71JVV6VB3NTSU003QP64OY7J2,A1FGKIKJYSL1MI,org:place_of_headquarters,org:place_of_headquarters,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer ."
3G9UA71JVV6VB3NTSU003QP64OY7J2,A1G94QON7A9K0N,org:place_of_headquarters,org:place_of_headquarters,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer ."
3G9UA71JVV6VB3NTSU003QP64OY7J2,A3SDFAOJW87FGP,org:place_of_headquarters,org:place_of_headquarters,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer ."
3G9UA71JVV6VB3NTSU003QP64OY7J2,A610SH5RY1NG1,org:place_of_headquarters,org:place_of_headquarters,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer ."
3G9UA71JVV6VB3NTSU003QP64OY7J2,A13I8ASC3JQ04P,org:place_of_headquarters,org:place_of_headquarters,"The increased offer comes just two weeks after the chief of Tempe , Arizona-based US Airways , Doug Parker , told The Associated Press that his company had no intention at the time to increase its offer ."
34D9ZRXCYR66T84HMRLY5IIJ1FGSAT,A2SD7GN80U31GW,org:subsidiaries,org:subsidiaries,Orsamus H. Irish ( 1830 - 1883 ) was an official in the United States Department of the Treasury who served as Chief of the Bureau of Engraving and Printing from 1878 to 1883 .
34D9ZRXCYR66T84HMRLY5IIJ1FGSAT,A1FGKIKJYSL1MI,org:subsidiaries,org:subsidiaries,Orsamus H. Irish ( 1830 - 1883 ) was an official in the United States Department of the Treasury who served as Chief of the Bureau of Engraving and Printing from 1878 to 1883 .
34D9ZRXCYR66T84HMRLY5IIJ1FGSAT,A2UHF7UL7G0Y78,org:subsidiaries,org:subsidiaries,Orsamus H. Irish ( 1830 - 1883 ) was an official in the United States Department of the Treasury who served as Chief of the Bureau of Engraving and Printing from 1878 to 1883 .
34D9ZRXCYR66T84HMRLY5IIJ1FGSAT,A610SH5RY1NG1,org:subsidiaries,org:subsidiaries,Orsamus H. Irish ( 1830 - 1883 ) was an official in the United States Department of the Treasury who served as Chief of the Bureau of Engraving and Printing from 1878 to 1883 .
34D9ZRXCYR66T84HMRLY5IIJ1FGSAT,A3SDFAOJW87FGP,org:subsidiaries,org:subsidiaries,Orsamus H. Irish ( 1830 - 1883 ) was an official in the United States Department of the Treasury who served as Chief of the Bureau of Engraving and Printing from 1878 to 1883 .
34D9ZRXCYR66T84HMRLY5IIJ1FGSAT,A1G94QON7A9K0N,org:subsidiaries,org:subsidiaries,Orsamus H. Irish ( 1830 - 1883 ) was an official in the United States Department of the Treasury who served as Chief of the Bureau of Engraving and Printing from 1878 to 1883 .
34D9ZRXCYR66T84HMRLY5IIJ1FGSAT,A14WWG6NKBDWGP,org:subsidiaries,org:subsidiaries,Orsamus H. Irish ( 1830 - 1883 ) was an official in the United States Department of the Treasury who served as Chief of the Bureau of Engraving and Printing from 1878 to 1883 .
32XN26MTXZVNOIB9AGR44QSB0ZWL0H,AHL33DDQX8O6K,org:place_of_headquarters,per:places_of_residence,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him ."
32XN26MTXZVNOIB9AGR44QSB0ZWL0H,A2EEL9YYUHL5SK,per:places_of_residence,per:places_of_residence,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him ."
32XN26MTXZVNOIB9AGR44QSB0ZWL0H,A1FGKIKJYSL1MI,per:places_of_residence,per:places_of_residence,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him ."
32XN26MTXZVNOIB9AGR44QSB0ZWL0H,A34QZDSTKZ3JO9,per:places_of_residence,per:places_of_residence,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him ."
32XN26MTXZVNOIB9AGR44QSB0ZWL0H,A1G94QON7A9K0N,per:places_of_residence,per:places_of_residence,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him ."
32XN26MTXZVNOIB9AGR44QSB0ZWL0H,A3SDFAOJW87FGP,per:places_of_residence,per:places_of_residence,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him ."
32XN26MTXZVNOIB9AGR44QSB0ZWL0H,A1GKEEI844CEKI,org:place_of_headquarters,per:places_of_residence,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him ."
32XN26MTXZVNOIB9AGR44QSB0ZWL0H,A18G2CLYSTENK,per:places_of_residence,per:places_of_residence,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him ."
32XN26MTXZVNOIB9AGR44QSB0ZWL0H,AJPQEZBVJXVE9,org:place_of_headquarters,per:places_of_residence,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him ."
32XN26MTXZVNOIB9AGR44QSB0ZWL0H,A2SD7GN80U31GW,per:places_of_residence,per:places_of_residence,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him ."
32XN26MTXZVNOIB9AGR44QSB0ZWL0H,A14WWG6NKBDWGP,per:places_of_residence,per:places_of_residence,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him ."
32XN26MTXZVNOIB9AGR44QSB0ZWL0H,ARFAW0SGYEMFL,per:places_of_residence,per:places_of_residence,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him ."
32XN26MTXZVNOIB9AGR44QSB0ZWL0H,A13I8ASC3JQ04P,per:places_of_residence,per:places_of_residence,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him ."
32XN26MTXZVNOIB9AGR44QSB0ZWL0H,A610SH5RY1NG1,per:places_of_residence,per:places_of_residence,"Kiedis checked into a Salvation Army rehabilitation clinic in Grand Rapids , an experience which he initially detested until he noted that the other people in the clinic were understanding of his struggles and were trying to help him ."
30ZKOOGW2WI6ZO5N986E9HVABF4A1S,A1G94QON7A9K0N,org:subsidiaries,org:subsidiaries,Spence did his middle and high school education at the University of Toronto Schools of the University of Toronto .
30ZKOOGW2WI6ZO5N986E9HVABF4A1S,A34QZDSTKZ3JO9,org:subsidiaries,org:subsidiaries,Spence did his middle and high school education at the University of Toronto Schools of the University of Toronto .
30ZKOOGW2WI6ZO5N986E9HVABF4A1S,A3KN0O7VP8YSZY,org:subsidiaries,org:subsidiaries,Spence did his middle and high school education at the University of Toronto Schools of the University of Toronto .
30ZKOOGW2WI6ZO5N986E9HVABF4A1S,A1FGKIKJYSL1MI,org:subsidiaries,org:subsidiaries,Spence did his middle and high school education at the University of Toronto Schools of the University of Toronto .
30ZKOOGW2WI6ZO5N986E9HVABF4A1S,A3SDFAOJW87FGP,org:subsidiaries,org:subsidiaries,Spence did his middle and high school education at the University of Toronto Schools of the University of Toronto .
